title,price,status,rating,image
The Marriage of Opposites,28.08,In stock,Four,../media/cache/0f/c2/0fc21ec3489cb23116778ee84f425eca.jpg
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,In stock,One,../media/cache/a6/c8/a6c8256b123493472591c5855c7de704.jpg
The Long Haul (Diary of a Wimpy Kid #9),44.07,In stock,One,../media/cache/46/bd/46bdee520b8136972262fd040533772d.jpg
The Loney,23.4,In stock,One,../media/cache/6d/10/6d10387a0175701d4ff456a0c7eee67b.jpg
The Literature Book (Big Ideas Simply Explained),17.43,In stock,Three,../media/cache/9e/ea/9eea51ac4a15d18aa976be459da30c47.jpg
The Last Mile (Amos Decker #2),54.21,In stock,Two,../media/cache/37/f1/37f118b4a56d866e1e8b563759d6966c.jpg
The Immortal Life of Henrietta Lacks,40.67,In stock,Two,../media/cache/94/ac/94ac87da7b40853013093f08356efa3b.jpg
The Hidden Oracle (The Trials of Apollo #1),52.26,In stock,Two,../media/cache/b4/67/b467a4f01ca6ae8464b9425a156c7c32.jpg
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,In stock,Three,../media/cache/c4/dc/c4dcec6f513eaca3f0f3c748d834c46d.jpg
The Guilty (Will Robie #4),13.82,In stock,Two,../media/cache/76/de/76deee06ffe45e646c0113af01f4f401.jpg
The First Hostage (J.B. Collins #2),25.85,In stock,Three,../media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg
The Dovekeepers,48.78,In stock,One,../media/cache/8f/3f/8f3f4d67e30a8129577ccc4664998345.jpg
The Darkest Lie,35.35,In stock,Five,../media/cache/1d/3c/1d3c05b772ab846c111970232360d2c5.jpg
The Bane Chronicles (The Bane Chronicles #1-11),44.73,In stock,Four,../media/cache/9a/33/9a333c4a06ce187c5c9d2f5969ddcac2.jpg
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,15.77,In stock,One,../media/cache/88/90/8890073a9c9e3bb696f6baa84fb4dd95.jpg
The 14th Colony (Cotton Malone #11),39.24,In stock,One,../media/cache/d9/1a/d91aae72af6c1cb2c63163acabe7895c.jpg
That Darkness (Gardiner and Renner #1),13.92,In stock,One,../media/cache/44/9e/449ed681142bc336646abee754e96639.jpg
Tastes Like Fear (DI Marnie Rome #3),10.69,In stock,One,../media/cache/3c/91/3c91d97266bd6dda322089695fb46daf.jpg
Take Me with You,45.21,In stock,Three,../media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg
Swell: A Year of Waves,45.58,In stock,One,../media/cache/10/28/1028b2cf417e49dc1c14609e437a98e0.jpg
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,In stock,Five,../media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg
Still Life with Bread Crumbs,26.41,In stock,Three,../media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg
Steve Jobs,39.5,In stock,Five,../media/cache/86/31/86313c225719ac946894d780c4ff0839.jpg
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,In stock,Four,../media/cache/68/ca/68caaf9ac41964d5167a3eb67c638393.jpg
Someone Like You (The Harrisons #2),52.79,In stock,Five,../media/cache/e3/d0/e3d05227f3fc24f0e0c84ccebe108fb0.jpg
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,In stock,Four,../media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg
Shtum,55.84,In stock,Four,../media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg
See America: A Celebration of Our National Parks & Treasured Sites,48.87,In stock,Three,../media/cache/9a/7e/9a7e63f12829df4b43b31d110bf3dc2e.jpg
salt.,46.78,In stock,Four,../media/cache/3f/41/3f4160ada0b16e3c64cd2d0dffe781c8.jpg
Robin War,47.82,In stock,Three,../media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,In stock,Two,../media/cache/da/78/da78757466c3b0a2c89f0ddf6b5e642f.jpg
Rain Fish,23.57,In stock,Three,../media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,In stock,Five,../media/cache/c8/f2/c8f297fab080ddd02b3ed5c17b83af85.jpg
Pet Sematary,10.56,In stock,Three,../media/cache/7a/72/7a72465b21dbf998323e37b31f9a3f4a.jpg
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,In stock,Three,../media/cache/9c/da/9cda4893c7fce0c1c8eaa34fb092aa04.jpg
Once Was a Time,18.28,In stock,Two,../media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg
Old School (Diary of a Wimpy Kid #10),11.83,In stock,Five,../media/cache/df/5d/df5d172abe87deda6d533e3e908d27d8.jpg
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,In stock,Two,../media/cache/b5/6f/b56ff04effb66fe701a22abd4a7f1667.jpg
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,In stock,Two,../media/cache/c8/22/c822360ce0f91c40f7a0491c22287646.jpg
My Name Is Lucy Barton,41.56,In stock,One,../media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg
My Mrs. Brown,24.48,In stock,Three,../media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg
My Kind of Crazy,40.36,In stock,One,../media/cache/46/6e/466e9636819aad1126ac6cefb5313ba8.jpg
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,In stock,One,../media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg
More Than Music (Chasing the Dream #1),37.61,In stock,Two,../media/cache/3f/e7/3fe7073a5caac81929524d2d9488f928.jpg
Made to Stick: Why Some Ideas Survive and Others Die,38.85,In stock,Five,../media/cache/e2/2e/e22e4a82d97f9f0689d5295a98f5dcff.jpg
Luis Paints the World,53.95,In stock,Three,../media/cache/85/e7/85e75d5a9309da5807c82decf3d90263.jpg
Luckiest Girl Alive,49.83,In stock,Three,../media/cache/81/c0/81c0a1ce03db82568e2496db945a8227.jpg
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,In stock,Two,../media/cache/b2/97/b2978e96069dd91785e5ab0bc99c022e.jpg
Love Is a Mix Tape (Music #1),18.03,In stock,One,../media/cache/a2/6d/a26d8449abb3381e09126eda5f4e8151.jpg
Looking for Lovely: Collecting the Moments that Matter,29.14,In stock,Five,../media/cache/61/1e/611e1804ad968e309a5f788d4ebc1cb4.jpg
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,In stock,Four,../media/cache/e9/5e/e95e82f09681709bb0f927341dda274e.jpg
Let It Out: A Journey Through Journaling,26.79,In stock,Five,../media/cache/51/fc/51fcd3e9384894e6a53a753d2ab856ee.jpg
Lady Midnight (The Dark Artifices #1),16.28,In stock,Five,../media/cache/89/a6/89a61d48e93bc92537c0a2cb2c0094bb.jpg
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,In stock,One,../media/cache/fe/67/fe67c381d6a0c4c00a7c191d16939554.jpg
Island of Dragons (Unwanteds #7),29.65,In stock,One,../media/cache/75/b9/75b99691594fde72ccb1831624cfeff6.jpg
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,In stock,Four,../media/cache/ea/7b/ea7bcac4b27a5bf6d4f8125bb7af3361.jpg
I Am Pilgrim (Pilgrim #1),10.6,In stock,Four,../media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,In stock,Five,../media/cache/b5/a9/b5a90d1c36a96513942f006345ace3d2.jpg
"Hush, Hush (Hush, Hush #1)",47.02,In stock,Three,../media/cache/2a/b9/2ab91479fe480e964f319fa8ac6991b2.jpg
Hold Your Breath (Search and Rescue #1),28.82,In stock,One,../media/cache/0b/89/0b89c3b317d0f89da48356a0b5959c1e.jpg
Hamilton: The Revolution,58.79,In stock,Three,../media/cache/34/ef/34ef0844cb1fbca6ab73444087fcf0e6.jpg
Greek Mythic History,10.23,In stock,Five,../media/cache/36/cf/36cf56c7bdf35aadbcc6f05a8e8d8fcb.jpg
God: The Most Unpleasant Character in All Fiction,30.03,In stock,Five,../media/cache/1f/db/1fdb125bcb8cee71f3404b4dc293348c.jpg
Glory over Everything: Beyond The Kitchen House,45.84,In stock,Three,../media/cache/96/41/964194a317f8ce5ed031bf4c9ceb43ab.jpg
Feathers: Displays of Brilliant Plumage,49.05,In stock,Three,../media/cache/f2/ee/f2ee668cf593ff13a9560c2801e9c2a2.jpg
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,In stock,Four,../media/cache/11/e2/11e227bdb5fe8b43dcc2366a157a47c2.jpg
Every Last Word,46.47,In stock,Three,../media/cache/92/e7/92e7f0a8ca38964fea93e911aefbf6c9.jpg
Eligible (The Austen Project #4),27.09,In stock,Three,../media/cache/26/3b/263bf5d128bf18553ea8da8bb19e9a0c.jpg
El Deafo,57.62,In stock,Five,../media/cache/34/eb/34eb0f1b570d4f1f6ad106652f1ac6ff.jpg
Eight Hundred Grapes,14.39,In stock,Four,../media/cache/8c/01/8c011092f05791961d25ec3cfcf0a832.jpg
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,In stock,Five,../media/cache/b1/e1/b1e15eef42c0d71596f9f9ad4e9f48b0.jpg
"Eat Fat, Get Thin",54.07,In stock,Two,../media/cache/62/3f/623f8e7f7432ce744f4318aae8166ce4.jpg
Don't Get Caught,55.35,In stock,One,../media/cache/b2/df/b2df2ea409c5cf28538b67aff424b11f.jpg
Doctor Sleep (The Shining #2),40.12,In stock,Two,../media/cache/55/bf/55bfc858c1cb19867e41415532ae43c6.jpg
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,In stock,Five,../media/cache/8f/80/8f8074d9f035c2a0ef8595ad89f7bcc8.jpg
Dear Mr. Knightley,11.21,In stock,Five,../media/cache/78/87/78873811f8c1d75a0c26d8cc8e6a9dbc.jpg
Daily Fantasy Sports,36.58,In stock,One,../media/cache/44/ff/44ff81a2ea37d3946605e205ddd538eb.jpg
Crazy Love: Overwhelmed by a Relentless God,47.72,In stock,Two,../media/cache/03/f1/03f1e337afadba35687672b5625a9757.jpg
Cometh the Hour (The Clifton Chronicles #6),25.01,In stock,Three,../media/cache/55/11/5511a4296fbd484dcaa89c8a2d25965d.jpg
Code Name Verity (Code Name Verity #1),22.13,In stock,Four,../media/cache/f5/58/f55886d1bf600529a35e1bd932c78ca0.jpg
Clockwork Angel (The Infernal Devices #1),44.14,In stock,One,../media/cache/ff/0e/ff0ee0002f510112b6d7a88f53366e1d.jpg
City of Glass (The Mortal Instruments #3),56.02,In stock,Four,../media/cache/00/08/0008e65aa431ed3625ad3a4352f8e90d.jpg
City of Fallen Angels (The Mortal Instruments #4),11.23,In stock,Four,../media/cache/c9/40/c940b6c329ecc39aaed2ab0140592a4b.jpg
City of Bones (The Mortal Instruments #1),43.28,In stock,One,../media/cache/96/af/96af4aaf25ab49b057c10b5b7eb7652c.jpg
City of Ashes (The Mortal Instruments #2),47.27,In stock,One,../media/cache/68/da/68dab382d535305ca6025be9921df0d1.jpg
Cell,20.29,In stock,Four,../media/cache/0b/97/0b97282ed82b771ed328e05386a84adb.jpg
Catching Jordan (Hundred Oaks),50.83,In stock,Three,../media/cache/ad/ac/adac97366586d261feab30bf5220756e.jpg
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,In stock,Three,../media/cache/dd/f5/ddf5da673bb34a74a81faf7271c7ca13.jpg
Carrie,46.23,In stock,Two,../media/cache/c5/6f/c56f37eb53888765eb55f86fb7381c2f.jpg
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,In stock,Four,../media/cache/f2/fa/f2faa289117546efa0b4068a07778ab0.jpg
Brain on Fire: My Month of Madness,49.32,In stock,Five,../media/cache/88/aa/88aad1204951e0900906173b086e6695.jpg
Batman: Europa,32.01,In stock,Two,../media/cache/f1/fe/f1fecf0ce9b5771e4d2c9619e8550988.jpg
Barefoot Contessa Back to Basics,28.01,In stock,One,../media/cache/b8/38/b838b65e0e1ac3a9b498dfb1bf004420.jpg
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,In stock,Five,../media/cache/74/aa/74aa29b1ba4147eaf5b46671bf235861.jpg
Balloon Animals,17.03,In stock,Three,../media/cache/6e/23/6e2324cae6335e8e98c8b46597afc9a3.jpg
Art Ops Vol. 1,48.8,In stock,Three,../media/cache/0b/b4/0bb4c64f1522c033368df5567a349472.jpg
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,In stock,Four,../media/cache/61/1a/611aba0ef5b859ba1977ef30677b0194.jpg
Angels Walking (Angels Walking #1),34.2,In stock,Two,../media/cache/50/0e/500eeb810e940424827580574e46852c.jpg
Angels & Demons (Robert Langdon #1),51.48,In stock,Three,../media/cache/b4/2a/b42a187c37de904f776070c57f51c756.jpg
